advocacy	advocacy%1:04:00::
cross-examination	cross-examination%1:10:00::
hangover	hangover%1:26:00::
ukrainian	ukrainian%1:10:00::
periphery	periphery%1:25:00::
forehead	forehead%1:08:00::
barony	barony%1:21:00::
schism	schism%1:04:00::
mischief	mischief%1:04:00::
birthplace	birthplace%1:15:00::
bravery	bravery%1:07:00::
persecution	persecution%1:04:00::
banker	banker%1:18:00::
stereotype	stereotype%1:09:00::
medication	medication%1:06:00::
defining	defining%1:22:00::
tenet	tenet%1:10:00::
farming	farming%1:04:00::
elector	elector%1:18:00::
midst	midst%1:15:00::
washbasin	washbasin%1:06:02::
rosette	rosette%1:06:00::
surveillance	surveillance%1:04:01::
schoolgirl	schoolgirl%1:18:00::
analyzer	analyzer%1:06:00::
filing	filing%1:10:00::
ferment	ferment%1:26:00::
mommy	mommy%1:18:00::
conciseness	conciseness%1:10:00::
khartoum	khartoum%1:15:00::
scalp	scalp%1:08:00::
camper	camper%1:18:00::
confidant	confidant%1:18:00::
perusal	perusal%1:10:00::
primer	primer%1:10:00::
morals	morals%1:16:00::
overtime	overtime%1:28:01::
bitters	bitters%1:13:00::
mileage	mileage%1:07:00::
proponent	proponent%1:18:00::
corridor	corridor%1:06:00::
handcuffs	handcuffs%1:06:00::
relevance	relevance%1:24:00::
spume	spume%1:17:00::
outskirt	outskirt%1:15:00::
sustenance	sustenance%1:13:00::
relevancy	relevancy%1:24:00::
lentil	lentil%1:13:00::
math	math%1:09:00::
watercolorist	watercolorist%1:18:00::
jejunum	jejunum%1:08:00::
midshipman	midshipman%1:18:00::
cemetery	cemetery%1:15:00::
loser	loser%1:18:01::
derivative	derivative%1:09:00::
misery	misery%1:26:00::
off-broadway	off-broadway%1:15:00::
polyphosphate	polyphosphate%1:27:00::
eggs	eggs%1:13:00::
sharer	sharer%1:18:00::
pharmacist	pharmacist%1:18:00::
slippage	slippage%1:22:00::
scarf	scarf%1:06:00::
cha-cha	cha-cha%1:04:00::
tapestry	tapestry%1:07:00::
maze	maze%1:06:00::
turbinate	turbinate%1:08:00::
headwaters	headwaters%1:15:00::
ballerina	ballerina%1:18:00::
embracing	embracing%1:04:00::
tornado	tornado%1:19:00::
insouciance	insouciance%1:12:00::
monograph	monograph%1:10:00::
grandchild	grandchild%1:18:00::
sheriff	sheriff%1:18:00::
intolerance	intolerance%1:07:02::
mane	mane%1:05:00::
vertex	vertex%1:09:00::
one-third	one-third%1:23:00::
fluoroboride	fluoroboride%1:27:00::
hypercellularity	hypercellularity%1:26:00::
mama	mama%1:18:00::
athletics	athletics%1:04:00::
physics	physics%1:09:00::
valley	valley%1:17:00::
graining	graining%1:07:00::
district	district%1:15:00::
imbecile	imbecile%1:18:00::
irreverence	irreverence%1:09:00::
dregs	dregs%1:17:00::
anvil	anvil%1:06:00::
dewar	dewar%1:06:00::
standstill	standstill%1:26:00::
skit	skit%1:04:00::
rediscovery	rediscovery%1:04:00::
assyriology	assyriology%1:09:00::
weakening	weakening%1:11:00::
beach	beach%1:17:00::
resistor	resistor%1:06:00::
defection	defection%1:04:00::
mast	mast%1:06:00::
mare	mare%1:05:00::
scoundrel	scoundrel%1:18:00::
kissing	kissing%1:04:00::
temptation	temptation%1:09:00::
munition	munition%1:06:00::
comer	comer%1:18:01::
comet	comet%1:17:00::
mars	mars%1:17:00::
fountain	fountain%1:06:02::
mary	mary%1:18:00::
collegian	collegian%1:18:00::
flapper	flapper%1:18:00::
combo	combo%1:14:00::
coroner	coroner%1:18:00::
mailbox	mailbox%1:06:00::
disadvantage	disadvantage%1:07:00::
chick	chick%1:05:00::
details	details%1:10:00::
magician	magician%1:18:01::
reversal	reversal%1:04:00::
stylization	stylization%1:04:00::
tense	tense%1:10:00::
replacing	replacing%1:04:00::
andrena	andrena%1:05:00::
labour	labour%1:14:00::
purging	purging%1:04:00::
athens	athens%1:15:00::
centering	centering%1:09:00::
battlefield	battlefield%1:15:00::
sorption	sorption%1:22:00::
amazement	amazement%1:12:00::
outflow	outflow%1:11:00::
siding	siding%1:06:01::
naught	naught%1:23:00::
circumference	circumference%1:07:00::
carving	carving%1:06:00::
hollywood	hollywood%1:14:00::
sociologist	sociologist%1:18:00::
salmon	salmon%1:05:00::
fist	fist%1:08:00::
desorption	desorption%1:22:00::
snuffbox	snuffbox%1:06:00::
navel	navel%1:08:00::
malevolency	malevolency%1:07:00::
vanguard	vanguard%1:14:00::
dictatorship	dictatorship%1:14:00::
cobbler	cobbler%1:18:00::
trachea	trachea%1:08:01::
scimitar	scimitar%1:06:00::
russet	russet%1:06:00::
dogma	dogma%1:10:00::
eccentricity	eccentricity%1:07:00::
iodine	iodine%1:27:00::
medley	medley%1:10:00::
lineage	lineage%1:14:00::
switching	switching%1:04:00::
predicament	predicament%1:26:00::
neck	neck%1:08:00::
anticoagulation	anticoagulation%1:04:00::
acculturation	acculturation%1:04:00::
deadlock	deadlock%1:26:00::
throe	throe%1:26:01::
call-back	call-back%1:10:00::
wig	wig%1:06:00::
buddha	buddha%1:18:00::
handkerchief	handkerchief%1:06:00::
reprisal	reprisal%1:04:00::
paragraph	paragraph%1:10:00::
mystique	mystique%1:07:00::
antithesis	antithesis%1:24:00::
anomie	anomie%1:26:00::
first-nighter	first-nighter%1:18:00::
services	services%1:04:00::
regulator	regulator%1:06:00::
theorist	theorist%1:18:00::
caller	caller%1:18:00::
allegiance	allegiance%1:04:00::
sermon	sermon%1:10:00::
riot	riot%1:04:00::
amorist	amorist%1:18:00::
marbleizing	marbleizing%1:07:00::
blues	blues%1:10:00::
neutralization	neutralization%1:04:01::
ejaculation	ejaculation%1:10:00::
plowing	plowing%1:04:00::
kettle	kettle%1:06:00::
picasso	picasso%1:18:00::
nomination	nomination%1:04:00::
mediocrity	mediocrity%1:07:00::
archaeologist	archaeologist%1:18:00::
scepticism	scepticism%1:09:00::
portugal	portugal%1:15:00::
birthright	birthright%1:07:00::
biology	biology%1:09:00::
non-jew	non-jew%1:18:00::
skulking	skulking%1:04:00::
pique	pique%1:06:00::
procreation	procreation%1:04:00::
makeready	makeready%1:04:00::
cockroach	cockroach%1:05:00::
ordinate	ordinate%1:09:00::
patronage	patronage%1:04:00::
seaweed	seaweed%1:05:00::
driver	driver%1:18:00::
arms	arms%1:06:00::
playground	playground%1:15:00::
maine	maine%1:15:00::
lipstick	lipstick%1:06:00::
cloudburst	cloudburst%1:19:00::
paean	paean%1:10:00::
israeli	israeli%1:18:00::
libertine	libertine%1:18:00::
crystallography	crystallography%1:09:00::
arts	arts%1:09:00::
solvent	solvent%1:27:00::
ultracentrifugation	ultracentrifugation%1:22:00::
epiphany	epiphany%1:11:00::
lifter	lifter%1:18:00::
depredation	depredation%1:04:00::
anthill	anthill%1:17:00::
intercourse	intercourse%1:10:00::
wool	wool%1:06:00::
terminology	terminology%1:10:00::
moonlight	moonlight%1:19:00::
proceeding	proceeding%1:04:00::
london	london%1:15:00::
spectacles	spectacles%1:06:00::
preexistence	preexistence%1:26:00::
latitude	latitude%1:15:00::
fiat	fiat%1:10:00::
di-iodotyrosine	di-iodotyrosine%1:27:00::
inauguration	inauguration%1:04:01::
utilization	utilization%1:04:00::
washup	washup%1:04:00::
hair	hair%1:08:00::
irons	irons%1:06:00::
rift	rift%1:17:01::
paroxysm	paroxysm%1:26:00::
passenger	passenger%1:18:00::
genie	genie%1:18:00::
paperwork	paperwork%1:04:00::
iodide	iodide%1:27:00::
yoga	yoga%1:09:00::
thankfulness	thankfulness%1:12:00::
scores	scores%1:23:00::
gender	gender%1:10:00::
chromatography	chromatography%1:22:00::
coffee	coffee%1:13:00::
demineralization	demineralization%1:26:00::
salesman	salesman%1:18:00::
thoroughfare	thoroughfare%1:06:00::
spleen	spleen%1:08:00::
underachievement	underachievement%1:04:00::
satirist	satirist%1:18:00::
directionality	directionality%1:07:00::
womb	womb%1:08:00::
consternation	consternation%1:12:00::
telegrapher	telegrapher%1:18:00::
self-deception	self-deception%1:09:00::
aegis	aegis%1:04:00::
notebook	notebook%1:10:00::
yoke	yoke%1:06:01::
wolf	wolf%1:05:00::
operations	operations%1:04:00::
rapture	rapture%1:26:00::
flask	flask%1:06:00::
consolation	consolation%1:12:00::
americana	americana%1:06:00::
boatload	boatload%1:23:00::
watching	watching%1:04:00::
rendition	rendition%1:10:00::
indentation	indentation%1:25:00::
missive	missive%1:10:00::
septation	septation%1:04:00::
container	container%1:06:00::
signore	signore%1:18:00::
thwack	thwack%1:04:00::
experimentalism	experimentalism%1:09:01::
busboy	busboy%1:18:00::
fanatic	fanatic%1:18:00::
grate	grate%1:06:00::
giving	giving%1:04:00::
georgian	georgian%1:18:00::
quest	quest%1:09:00::
hollering	hollering%1:10:00::
conceptualization	conceptualization%1:04:00::
windmill	windmill%1:06:01::
procrastination	procrastination%1:04:00::
genre	genre%1:09:00::
applejack	applejack%1:13:00::
tenement	tenement%1:06:00::
korea	korea%1:15:00::
windowsill	windowsill%1:06:00::
finn	finn%1:18:00::
dialect	dialect%1:10:00::
cattle	cattle%1:05:00::
campus	campus%1:15:00::
yesteryear	yesteryear%1:28:00::
predominance	predominance%1:26:00::
clowning	clowning%1:04:00::
flame	flame%1:22:00::
crucifix	crucifix%1:06:00::
landmass	landmass%1:17:00::
grape	grape%1:13:00::
congo	congo%1:15:00::
carbonate	carbonate%1:27:00::
accomplice	accomplice%1:18:00::
cinema	cinema%1:10:00::
calorimeter	calorimeter%1:06:00::
taxidriver	taxidriver%1:18:00::
preservation	preservation%1:04:00::
damnation	damnation%1:10:00::
photon	photon%1:17:00::
pants	pants%1:06:00::
rattling	rattling%1:11:00::
antiserum	antiserum%1:08:00::
psychology	psychology%1:09:00::
pansy	pansy%1:20:01::
quaver	quaver%1:11:00::
misrepresentation	misrepresentation%1:10:00::
microphone	microphone%1:06:00::
locust	locust%1:05:00::
underside	underside%1:15:00::
tavern	tavern%1:06:00::
corporeality	corporeality%1:07:00::
tine	tine%1:06:00::
prefix	prefix%1:10:00::
vandal	vandal%1:18:00::
liner	liner%1:04:00::
intentness	intentness%1:07:00::
clover	clover%1:20:00::
vet	vet%1:18:00::
legume	legume%1:20:00::
phylum	phylum%1:14:01::
lignite	lignite%1:27:00::
trousers	trousers%1:06:00::
rainfall	rainfall%1:19:00::
sonar	sonar%1:06:00::
tile	tile%1:06:00::
aunt	aunt%1:18:00::
majors	majors%1:14:00::
greed	greed%1:07:00::
booze	booze%1:13:00::
distaste	distaste%1:12:00::
peptidase	peptidase%1:27:00::
empiricism	empiricism%1:09:00::
squabble	squabble%1:10:00::
impotence	impotence%1:07:00::
allusion	allusion%1:10:00::
earthman	earthman%1:18:00::
firelight	firelight%1:19:00::
embargo	embargo%1:10:00::
algae	algae%1:05:00::
equipping	equipping%1:04:00::
photo	photo%1:06:00::
clodhopper	clodhopper%1:06:00::
foible	foible%1:07:00::
vandalism	vandalism%1:04:00::
planner	planner%1:18:00::
vitamin	vitamin%1:27:00::
firepower	firepower%1:07:00::
eutectic	eutectic%1:27:00::
hatred	hatred%1:12:00::
luminary	luminary%1:18:00::
startup	startup%1:04:01::
jesus	jesus%1:18:00::
auto	auto%1:06:00::
debacle	debacle%1:11:02::
boater	boater%1:06:00::
polls	polls%1:15:00::
impotency	impotency%1:07:00::
lunkhead	lunkhead%1:18:00::
sextet	sextet%1:10:00::
vendor	vendor%1:18:00::
indecision	indecision%1:09:00::
receipts	receipts%1:21:00::
advertisement	advertisement%1:10:00::
links	links%1:06:00::
outcry	outcry%1:10:00::
magnification	magnification%1:04:00::
iliad	iliad%1:10:00::
enervation	enervation%1:07:00::
stockholder	stockholder%1:18:00::
arteriolosclerosis	arteriolosclerosis%1:26:00::
census	census%1:04:00::
widowhood	widowhood%1:28:00::
letdown	letdown%1:12:00::
syllabicity	syllabicity%1:10:00::
polka	polka%1:10:00::
retentiveness	retentiveness%1:09:00::
scotland	scotland%1:15:00::
hallelujah	hallelujah%1:10:00::
ultimatum	ultimatum%1:10:00::
pituitary	pituitary%1:08:00::
polio	polio%1:26:00::
borrowing	borrowing%1:04:01::
giver	giver%1:18:01::
naturalness	naturalness%1:07:00::
dentist	dentist%1:18:00::
laggard	laggard%1:18:00::
elizabethan	elizabethan%1:18:00::
breakwater	breakwater%1:06:00::
enterotoxemia	enterotoxemia%1:26:00::
battalion	battalion%1:14:00::
feeder	feeder%1:05:00::
attendance	attendance%1:04:00::
lymphocyte	lymphocyte%1:08:00::
self-confidence	self-confidence%1:09:00::
endowment	endowment%1:09:00::
professor	professor%1:18:00::
packet	packet%1:14:00::
lappet	lappet%1:08:00::
dispensary	dispensary%1:06:00::
certiorari	certiorari%1:10:00::
puppet	puppet%1:06:01::
pedestal	pedestal%1:06:00::
goodness	goodness%1:07:02::
pennsylvania	pennsylvania%1:15:00::
good-bye	good-bye%1:10:00::
canyonside	canyonside%1:17:00::
fisherman	fisherman%1:18:00::
numbness	numbness%1:26:00::
renovation	renovation%1:04:00::
obtrusiveness	obtrusiveness%1:07:00::
worksheet	worksheet%1:10:00::
liking	liking%1:12:00::
modifier	modifier%1:10:00::
urn	urn%1:06:00::
tapping	tapping%1:11:00::
ballyhoo	ballyhoo%1:10:00::
watershed	watershed%1:15:00::
holmes	holmes%1:18:00::
arroyo	arroyo%1:17:00::
rotundity	rotundity%1:07:00::
unambiguity	unambiguity%1:07:00::
crassness	crassness%1:07:00::
condensation	condensation%1:09:00::
cabinet	cabinet%1:06:00::
ribes	ribes%1:20:00::
exasperation	exasperation%1:12:00::
potato	potato%1:13:00::
doghouse	doghouse%1:06:00::
brokerage	brokerage%1:14:00::
self-aggrandisement	self-aggrandisement%1:04:00::
resorcinol	resorcinol%1:27:00::
income	income%1:21:00::
recurrence	recurrence%1:11:00::
badness	badness%1:07:00::
woodgrain	woodgrain%1:07:00::
sultan	sultan%1:18:00::
convent	convent%1:06:00::
hallucination	hallucination%1:26:00::
gusto	gusto%1:12:00::
gibbet	gibbet%1:06:00::
excellence	excellence%1:07:00::
drugging	drugging%1:04:00::
dispenser	dispenser%1:06:00::
incipience	incipience%1:28:00::
industrialization	industrialization%1:04:00::
vulture	vulture%1:05:00::
commiseration	commiseration%1:12:00::
incipiency	incipiency%1:28:00::
eyeball	eyeball%1:08:00::
radar	radar%1:06:00::
materialism	materialism%1:26:00::
clamoring	clamoring%1:10:00::
greeting	greeting%1:10:00::
shirtfront	shirtfront%1:06:01::
hiding	hiding%1:04:00::
kale	kale%1:21:00::
tradesman	tradesman%1:18:00::
sickness	sickness%1:26:00::
commissary	commissary%1:06:00::
lobule	lobule%1:08:00::
sonny	sonny%1:18:00::
coalescence	coalescence%1:04:00::
nozzle	nozzle%1:06:00::
highwayman	highwayman%1:18:00::
piper	piper%1:18:00::
starter	starter%1:06:02::
literalism	literalism%1:09:00::
lawn	lawn%1:15:00::
ketosis	ketosis%1:26:00::
universality	universality%1:07:00::
dichondra	dichondra%1:20:00::
affluence	affluence%1:26:00::
skirmisher	skirmisher%1:18:00::
feasibility	feasibility%1:07:00::
subspace	subspace%1:14:00::
investigating	investigating%1:04:00::
logistics	logistics%1:04:00::
vestige	vestige%1:10:00::
evening	evening%1:28:00::
chomp	chomp%1:04:00::
phosphorus	phosphorus%1:27:00::
overachiever	overachiever%1:18:00::
peal	peal%1:11:00::
pear	pear%1:13:00::
mercenary	mercenary%1:18:00::
crevice	crevice%1:25:00::
reviewer	reviewer%1:18:01::
distillation	distillation%1:22:00::
bedroom	bedroom%1:06:00::
parishioner	parishioner%1:18:00::
bonus	bonus%1:09:00::
slacks	slacks%1:06:00::
clothing	clothing%1:06:00::
sadness	sadness%1:12:00::
dealing	dealing%1:04:01::
arianist	arianist%1:18:00::
sister	sister%1:18:00::
defendant	defendant%1:18:00::
maker	maker%1:18:00::
arianism	arianism%1:09:00::
sprue	sprue%1:26:00::
seedling	seedling%1:20:00::
illegitimacy	illegitimacy%1:26:00::
choir	choir%1:14:00::
antiquity	antiquity%1:28:00::
laos	laos%1:15:00::
aborigine	aborigine%1:18:00::
impairment	impairment%1:11:00::
capillary	capillary%1:06:00::
ticket	ticket%1:10:01::
teacart	teacart%1:06:00::
chock	chock%1:06:00::
booby	booby%1:18:00::
widower	widower%1:18:00::
flea	flea%1:05:00::
expurgation	expurgation%1:04:00::
attorney	attorney%1:18:00::
amplitude	amplitude%1:11:00::
haiku	haiku%1:10:00::
castigation	castigation%1:10:00::
breeze	breeze%1:19:00::
punishment	punishment%1:04:00::
teammate	teammate%1:18:00::
extern	extern%1:18:00::
appropriation	appropriation%1:21:00::
manfulness	manfulness%1:07:00::
banner	banner%1:06:00::
polymyositis	polymyositis%1:26:00::
superhighway	superhighway%1:06:00::
forgetfulness	forgetfulness%1:09:00::
atom	atom%1:27:00::
prowess	prowess%1:09:00::
respects	respects%1:10:00::
carpet	carpet%1:06:00::
tie-in	tie-in%1:06:00::
participation	participation%1:04:00::
commuting	commuting%1:04:00::
flaw	flaw%1:26:00::
pecs	pecs%1:08:00::
lawyer	lawyer%1:18:00::
brakes	brakes%1:06:00::
forearm	forearm%1:08:00::
copper	copper%1:27:00::
farmhouse	farmhouse%1:06:00::
alabama	alabama%1:15:00::
sleepwalker	sleepwalker%1:18:00::
inability	inability%1:09:00::
bargaining	bargaining%1:10:00::
aplomb	aplomb%1:07:00::
recluse	recluse%1:18:00::
jade	jade%1:27:00::
communique	communique%1:10:00::
pagan	pagan%1:18:00::
nigger	nigger%1:18:00::
interviewer	interviewer%1:18:00::
weariness	weariness%1:26:00::
summary	summary%1:10:00::
slab	slab%1:06:00::
retardation	retardation%1:07:00::
gutter	gutter%1:06:00::
counteroffensive	counteroffensive%1:04:00::
pelting	pelting%1:07:00::
homeland	homeland%1:15:00::
small-arm	small-arm%1:06:00::
undertaking	undertaking%1:04:00::
peru	peru%1:15:00::
chrome	chrome%1:27:00::
data	data%1:14:00::
borate	borate%1:27:00::
meteorite	meteorite%1:17:00::
tsh	tsh%1:27:00::
widow	widow%1:18:00::
zloty	zloty%1:23:00::
slapstick	slapstick%1:10:00::
proton	proton%1:17:00::
carnival	carnival%1:04:00::
showroom	showroom%1:06:00::
de-iodination	de-iodination%1:22:00::
slat	slat%1:06:00::
lair	lair%1:15:00::
church-state	church-state%1:14:00::
bunkmate	bunkmate%1:18:00::
berlin	berlin%1:15:00::
instructions	instructions%1:10:00::
attacker	attacker%1:18:00::
inlet	inlet%1:17:00::
concertina	concertina%1:06:01::
northland	northland%1:15:00::
width	width%1:07:00::
lake	lake%1:17:00::
redheader	redheader%1:18:00::
architect	architect%1:18:00::
spree	spree%1:04:00::
porterhouse	porterhouse%1:13:00::
vigilantism	vigilantism%1:04:00::
summation	summation%1:10:00::
toy	toy%1:06:00::
tow	tow%1:04:00::
soothsayer	soothsayer%1:18:00::
eyesight	eyesight%1:09:00::
exultation	exultation%1:12:00::
lamb	lamb%1:05:00::
protozoa	protozoa%1:05:00::
mid-fifties	mid-fifties%1:28:00::
pleura	pleura%1:08:00::
flour	flour%1:13:00::
self-discipline	self-discipline%1:07:00::
thyroxine	thyroxine%1:08:00::
punster	punster%1:18:00::
dane	dane%1:18:00::
amulet	amulet%1:06:00::
altitude	altitude%1:07:00::
tin	tin%1:27:00::
championship	championship%1:26:00::
toothpaste	toothpaste%1:06:00::
cohesion	cohesion%1:26:00::
dame	dame%1:18:00::
reharmonization	reharmonization%1:10:00::
translucence	translucence%1:07:00::
abruptness	abruptness%1:07:02::
dwelling	dwelling%1:06:00::
booty	booty%1:21:00::
unreality	unreality%1:07:00::
anglophilia	anglophilia%1:12:00::
mourner	mourner%1:18:00::
glottochronology	glottochronology%1:09:00::
dictionary	dictionary%1:10:00::
tee	tee%1:15:00::
fillip	fillip%1:09:00::
cannon	cannon%1:06:00::
dais	dais%1:06:00::
biopsy	biopsy%1:09:00::
airframe	airframe%1:06:00::
unrealism	unrealism%1:09:00::
ultracentrifuge	ultracentrifuge%1:06:00::
kentucky	kentucky%1:15:00::
slob	slob%1:18:00::
epithet	epithet%1:10:01::
bereavement	bereavement%1:26:00::
sapling	sapling%1:20:00::
maniac	maniac%1:18:00::
classroom	classroom%1:06:00::
composure	composure%1:07:00::
keyhole	keyhole%1:06:00::
culprit	culprit%1:18:00::
schoolmaster	schoolmaster%1:18:00::
draper	draper%1:18:00::
grounder	grounder%1:04:00::
alkali	alkali%1:27:00::
celebrity	celebrity%1:18:00::
ribbon	ribbon%1:17:00::
horoscope	horoscope%1:10:00::
brigade	brigade%1:14:00::
newport	newport%1:15:00::
soundtrack	soundtrack%1:06:00::
authorities	authorities%1:14:00::
promoter	promoter%1:18:00::
tomb	tomb%1:06:00::
willow	willow%1:20:00::
resuspension	resuspension%1:27:00::
terrycloth	terrycloth%1:06:00::
lawman	lawman%1:18:00::
myrtle	myrtle%1:20:02::
bluefish	bluefish%1:05:00::
provocation	provocation%1:04:00::
ogress	ogress%1:18:00::
sub-interval	sub-interval%1:09:00::
expertise	expertise%1:09:00::
legend	legend%1:10:01::
schoolmistress	schoolmistress%1:18:00::
ceylon	ceylon%1:15:00::
hamming	hamming%1:04:00::
advice	advice%1:10:00::
anion	anion%1:17:00::
religionist	religionist%1:18:00::
obverse	obverse%1:09:00::
priority	priority%1:26:00::
tons	tons%1:23:00::
pulpit	pulpit%1:06:00::
rattlesnake	rattlesnake%1:05:00::
narrowing	narrowing%1:07:00::
mistress	mistress%1:18:01::
axle	axle%1:06:00::
groin	groin%1:08:00::
hacker	hacker%1:18:02::
christendom	christendom%1:14:00::
100000	100000%1:23:00::
mores	mores%1:09:00::
going-over	going-over%1:04:00::
immigration	immigration%1:04:00::
gram	gram%1:23:00::
axis	axis%1:09:00::
cellar	cellar%1:06:00::
sodium	sodium%1:27:00::
anabaptist	anabaptist%1:18:00::
charisma	charisma%1:07:00::
mating	mating%1:04:00::
nursing	nursing%1:04:00::
freak	freak%1:18:00::
horde	horde%1:14:00::
baffled	baffled%1:14:00::
preamble	preamble%1:10:00::
dryness	dryness%1:26:00::
treadmill	treadmill%1:06:01::
health	health%1:26:00::
playacting	playacting%1:04:00::
offender	offender%1:18:00::
descendants	descendants%1:14:00::
incompetence	incompetence%1:07:00::
electrophorus	electrophorus%1:06:00::
shawl	shawl%1:06:00::
recklessness	recklessness%1:07:00::
brandy	brandy%1:13:00::
percolator	percolator%1:06:00::
agitation	agitation%1:26:01::
painter	painter%1:18:00::
athlete	athlete%1:18:00::
sealing	sealing%1:04:00::
stetson	stetson%1:06:00::
scours	scours%1:26:00::
destroyer	destroyer%1:06:00::
headstand	headstand%1:04:00::
bishopry	bishopry%1:04:00::
timetable	timetable%1:10:01::
piety	piety%1:07:00::
enigma	enigma%1:09:00::
clothes	clothes%1:06:00::
calmness	calmness%1:07:00::
moneymaker	moneymaker%1:18:00::
wharf	wharf%1:06:00::
eruption	eruption%1:11:00::
lodging	lodging%1:06:00::
disciple	disciple%1:18:00::
egalitarianism	egalitarianism%1:09:00::
disease	disease%1:26:00::
coccidioidomycosis	coccidioidomycosis%1:26:00::
subspecies	subspecies%1:14:00::
suburbanite	suburbanite%1:18:00::
suffix	suffix%1:10:00::
tears	tears%1:04:00::
sister-in-law	sister-in-law%1:18:00::
cowardice	cowardice%1:07:00::
superficiality	superficiality%1:07:01::
excitability	excitability%1:09:00::
innocence	innocence%1:07:01::
analogue	analogue%1:07:00::
documentary	documentary%1:10:00::
floc	floc%1:27:00::
deadline	deadline%1:28:00::
buddy	buddy%1:18:00::
armor	armor%1:06:00::
piedmont	piedmont%1:15:01::
moscow	moscow%1:15:00::
banshee	banshee%1:18:00::
canteen	canteen%1:06:00::
abolition	abolition%1:04:00::
aviary	aviary%1:06:00::
vermont	vermont%1:15:00::
historian	historian%1:18:00::
statistician	statistician%1:18:01::
roomful	roomful%1:23:00::
friction	friction%1:26:00::
sanity	sanity%1:26:00::
patchwork	patchwork%1:09:00::
tourist	tourist%1:18:00::
pitchfork	pitchfork%1:06:00::
tenancy	tenancy%1:04:00::
shoeful	shoeful%1:23:00::
gallon	gallon%1:23:01::
bumblebee	bumblebee%1:05:00::
liar	liar%1:18:00::
rajah	rajah%1:18:00::
caretaker	caretaker%1:18:00::
shanty	shanty%1:06:00::
sampling	sampling%1:04:00::
cross-purpose	cross-purpose%1:09:00::
dumbbell	dumbbell%1:06:00::
marmalade	marmalade%1:13:00::
dooryard	dooryard%1:06:00::
crackpot	crackpot%1:18:00::
californian	californian%1:18:00::
carbon	carbon%1:27:00::
layette	layette%1:06:00::
cheekbone	cheekbone%1:08:00::
nicotine	nicotine%1:27:00::
tory	tory%1:18:01::
inevitability	inevitability%1:07:00::
teasing	teasing%1:04:00::
astonishment	astonishment%1:12:00::
antares	antares%1:17:00::
rhubarb	rhubarb%1:13:00::
viscometer	viscometer%1:06:00::
underachiever	underachiever%1:18:00::
rawhide	rawhide%1:27:00::
molecule	molecule%1:27:00::
pilgrimage	pilgrimage%1:04:00::
bagpipe	bagpipe%1:06:00::
limb	limb%1:08:00::
signaling	signaling%1:10:00::
disillusionment	disillusionment%1:09:00::
lilt	lilt%1:07:00::
prettiness	prettiness%1:07:00::
gelding	gelding%1:05:00::
bric-a-brac	bric-a-brac%1:06:00::
irresolution	irresolution%1:09:00::
armament	armament%1:06:00::
artistry	artistry%1:09:00::
plight	plight%1:26:00::
millennium	millennium%1:28:00::
value-system	value-system%1:09:00::
thickness	thickness%1:07:01::
longitude	longitude%1:15:00::
upshot	upshot%1:19:00::
pronoun	pronoun%1:10:00::
undershirt	undershirt%1:06:00::
boucle	boucle%1:06:00::
allegory	allegory%1:10:00::
superintendent	superintendent%1:18:00::
healer	healer%1:18:00::
yucca	yucca%1:20:00::
chimney	chimney%1:06:00::
pistoleer	pistoleer%1:18:00::
tentacle	tentacle%1:07:00::
amity	amity%1:07:00::
cadenza	cadenza%1:10:00::
gospels	gospels%1:10:00::
foreground	foreground%1:09:00::
hodgepodge	hodgepodge%1:14:00::
worsted	worsted%1:06:00::
no-goal	no-goal%1:09:00::
oilcloth	oilcloth%1:06:00::
inoculation	inoculation%1:04:00::
antipathy	antipathy%1:12:00::
cleaner	cleaner%1:06:00::
pathologist	pathologist%1:18:00::
ocean	ocean%1:17:00::
fieldhand	fieldhand%1:18:00::
protuberance	protuberance%1:25:00::
debris	debris%1:27:00::
grassfire	grassfire%1:11:00::
minneapolis	minneapolis%1:15:00::
keyboard	keyboard%1:06:01::
cyclades	cyclades%1:14:00::
quickening	quickening%1:22:00::
gunshot	gunshot%1:04:00::
turnover	turnover%1:24:00::
thermocouple	thermocouple%1:06:00::
cowhide	cowhide%1:27:00::
fingering	fingering%1:04:02::
bastard	bastard%1:18:00::
felon	felon%1:18:00::
tranquility	tranquility%1:07:00::
gentian	gentian%1:20:00::
alpha	alpha%1:10:00::
catching	catching%1:04:00::
turntable	turntable%1:06:00::
sloganeering	sloganeering%1:10:00::
camaraderie	camaraderie%1:07:00::
concert	concert%1:10:00::
maneuverability	maneuverability%1:07:00::
stealing	stealing%1:04:00::
council	council%1:14:01::
self-help	self-help%1:04:00::
weekend	weekend%1:28:00::
daiquiri	daiquiri%1:13:00::
apogee	apogee%1:28:00::
doggerel	doggerel%1:10:00::
launching	launching%1:04:02::
spectroscopy	spectroscopy%1:04:00::
denture	denture%1:06:00::
headsman	headsman%1:18:00::
terrier	terrier%1:05:00::
glutton	glutton%1:18:00::
reliability	reliability%1:07:00::
parish	parish%1:14:00::
spelling	spelling%1:10:00::
splutter	splutter%1:11:00::
half-breed	half-breed%1:18:00::
awfulness	awfulness%1:07:00::
sabbath	sabbath%1:28:00::
mining	mining%1:04:00::
concept	concept%1:09:00::
scope	scope%1:07:00::
scoop	scoop%1:23:00::
deflection	deflection%1:26:00::
sufferer	sufferer%1:18:00::
place-kicker	place-kicker%1:18:00::
